sentence,year,base_verb,lemma,form,label
"Im Großen und Ganzen erzählt der Roman davon, wie Karo Herrmann psychisch durchknallt und sich mählich davon erholt.",2009,holen,erholen,erholt,0
"Zeynep ist Mitte vierzig und wirkt gelöster, sie hat ihre weiten Kleider und ihr Kopftuch locker um den kräftigen Körper verschlingen.",2009,schlingen,verschlingen,verschlingen,1
"Es wird über ein Jahr dauern, bis die irische Regierung sich traut zu, ein zweites Referendum anzusetzen.",2009,trauen,zutrauen,traut zu,1
"Das zeigt sich schon daran, dass er seine Anna bis zuletzt mit größter Empathie zeichnet, liebenswert noch in ihrem Elend, während der süffisante Karenin als rechthaberisch-engherzige Figur kaum Lesersympathien zu erwecken vermag.",2009,wecken,erwecken,erwecken,1
"Nach Schätzung der World Cocoa Foundation leben 40 bis 50 Millionen Menschen vom Anbau des sensiblen Theobroma Cacao L., der am liebsten im Schatten anderer Bäume wächst und gern von Pilzen, Bakterien, Viren und Krabbelkäfern befallen wird.",2010,fallen,befallen,befallen,0
Dieser erlebt eine Entschlackungskur für sein vollgequasseltes Hirn: Worte gewinnen ihr Eigengewicht zurück.,2010,leben,erleben,erlebt,0
Da pfiff man lieber auf das Potenzial zur Exzellenz.,2009,pfeifen,pfiff,pfiff,0
"Und bedeuten auf die Säulen und Bögen, als handele es sich um einen noch geheimen archäologischen Fund.",2010,deuten,bedeuten,bedeuten,1
US-Präsident Barack Obama hatte bereits am Samstag eine härtete Gangart gegen Nordkorea angekündigt.,2009,härten,härtete,härtete,0
"Am Altar brannten die Kerzen gelbe Kleckse ins Dunkel, dann entflammen in der Apsis die Rosette auf und legte über den eisigen Chorboden einen rötlichen Schimmer.",2010,flammen,entflammen,entflammen,1
Viele Menschen verkonsumieren sogar mehr als ihr verfügbares Einkommen und lebten auf Pump.,2009,konsumieren,verkonsumieren,verkonsumieren,1
Muss der Staat noch mehr Geld in den Finanzsektor pumpen?,2009,pumpen,pumpen,pumpen,0
"Wenige Monate später heiratete der Milizchef in der Dorfkirche, der Bischof las die Messe, die Trauzeugen trugen aus Waffen.",2009,tragen,austragen,trugen aus,1
"Das ist meistens Faulheit, denke ich mir, Leute, die es einfach nicht probieren und sich vor der Arbeit drücken wollen.",2010,drücken,drücken,drücken,0
"Doch schon die Frage, wie lange aus sich die SPD – auch ohne Steinmeier – an dessen Wahlversprechen gebunden fühlen würde, könnte SPD-Wähler verunsichern.",2009,langen,auslangen,lange aus,1
"Er bezweifeln die Prognosen jedoch an, nach denen schafften neben den Kommunisten vier Oppositionsparteien den Einzug ins Parlament.",2009,zweifeln,bezweifeln,bezweifeln,1
: Wie lassen sich derartige Feuer verhindern?,2009,hindern,verhindern,verhindern,0
"Um einen Präzedenzfall zu schaffen, zeigte an er sich – unterstützt von der liberalen Kieler Rechtsprofessorin Monika Frommel – wegen Verstoßes gegen das Embryonenschutzgesetz selbst an.",2010,zeigen,anzeigen,zeigte an,1
Der massive Boom der vergangenen Jahre hat sich als nicht dauerhaft erwiesen.,2009,weisen,erweisen,erwiesen,0
Stattdessen werden Lagerstätten in unwirtlichen Regionen angezapft.,2010,zapfen,anzapfen,angezapft,0
Nach Angaben des BBC-Korrespondenten zogen zu Polizisten von Haus zu Haus und nahmen vor allem junge Männer mit.,2009,ziehen,zuziehen,zogen zu,1
"Mancher bei der Tagung neigt dazu, die Sache allzu schnell wegzuerklären.",2010,neigen,neigt,neigt,0
"Sollte Grefs Bank finanziell in Not geraten, würde ihr Putin helfen, mit Millionen aus dem russischen Ölreservefonds.",2009,raten,geraten,geraten,0
Hoch qualifizierte Absolventen aller Fächer können sich bis zum 31. März für die Aufnahme ins Mercator Kolleg für internationale Aufgaben bewerben.,2009,qualifizieren,qualifizierte,qualifizierte,0
"Frage: Aber reicht es wirklich, dass ein belasteter Trainer wie Werner Goldmann eine vorformulierte Erklärung unterzeichnet, in der er nach 20 Jahren bereut - womöglich nur, weil er seinen Job behalten will?",2009,fragen,anfragen,frage an,1
"Schnell stellt sich das Gefühl ein, man kenne die Straße aus Klatsch-Magazinen, à la: Victoria Beckham beim Verlassen des Balenciaga-Geschäfts.",2009,kennen,kenne,kenne,0
"Das ist vermieden worden, weil sämtliche Regierungen der großen Staaten – ob kommunistisch, postkommunistisch oder kapitalistisch – dasselbe gemacht haben: Die Zentralbanken haben Liquidität geschaffen, und die Regierungen haben neue Schulden gemacht und die Staatshaushalte gewaltig ausgeweitet, um mit zusätzlichen Programmen Nachfrage zu erzeugen.",2010,weiten,ausweiten,ausgeweitet,0
Vor dem Gaza-Krieg lief ein Großteil des Waffenschmuggels durch 200 bis 400 Tunnel an der zwölf Kilometer langen Grenze zwischen Ägypten und dem Gaza-Streifen.,2009,laufen,lief,lief,0
"Bisher kamen kleine Kassen mit vielen jungen, einkommenstarken Versicherten am besten zurecht.",2009,sichern,versichern,versicherten,0
Der ehemalige Umlauf - Chefredakteur arbeitet heute als Redakteur bei spiegel online .,2010,spiegeln,spiegel,spiegel,0
"Gleich wird der böse Verdacht bestreuen, Leser, die in sich noch nicht die Tellkampsche Turm- Reife spüren, könnten sich in eine Infantilisierung flüchten.",2009,streuen,bestreuen,bestreuen,1
So verpassen z.B. die unterschiedlichen Angaben zum Alter des Universums plötzlich viel besser zusammen.,2009,passen,verpassen,verpassen,1
"Ich fuhr also nach München an die Uni, um mich umzuschauen, treffe in der S-Bahn eine, mit der ich auf dem Gymnasium war.",2010,fahren,nachfahren,fuhr nach,0
Und dann hat ja auch alles geklappt und sogar riesigen Spaß gemacht.,2009,klappen,geklappt,geklappt,0
"Auf den einzigen Tisch kam, was Ahmet zuvor aus dem Meer gefischt ab hatte, dazu Brot, Salat, Oliven und Käse.",2009,fischen,abfischen,gefischt ab,1
"Das erste Gras fängt an zu sprießen, Bäume zeigen zaghaft Grün.",2009,fangen,anfangen,fängt an,0
Man zerkauen die Blätter des Kathstrauchs und verstaut den Brei in der Backentasche.,2009,kauen,zerkauen,zerkauen,1
"Der Inhaber der Kompetenz-Kompetenz kann entscheiden, wie Kompetenzen verteilt werden.",2009,teilen,verteilen,verteilt,0
Sie rennen ein ins Wohnzimmer: Jetzt kommt die Mama.,2010,rennen,einrennen,rennen ein,1
"Aber besonders toll sind große Hunde, vor allem Dänische Doggen, die sehen aus wie Kälber.",2010,sehen,aussehen,sehen aus,0
"Der Trennschleifer schnitt die Platten zurecht, die Arbeiter standen dabei in dichten Staubwolken, Blaumann und Haare weiß gepudert, als ob es geschneit hätte.",2009,pudern,gepudert,gepudert,0
"Insgesamt seien die Streiks in dieser Woche reduziert worden, um Eltern zu verschonen, sagte die ver.di-Sprecherin.",2009,schonen,verschonen,verschonen,1
"In wenigen Wochen wurde der Laden neu eingerichtet, die Speisekarte überarbeitet und die Belegschaft geschult ein – alles vor laufenden Kameras.",2009,schulen,einschulen,geschult ein,1
"Es gibt Hochleistungscomputer, die darauf programmiert ein sind, den Euro zu attackieren.",2010,programmieren,einprogrammieren,programmiert ein,1
"Dann erzählt sie flüsternd, den Blick an den Boden geheftet an, ihre dörfliche Tragödie.",2010,heften,anheften,geheftet an,1
Seit ein paar Wochen fegt aus eine Medienlawine durchs Land.,2009,fegen,ausfegen,fegt aus,1
"Nur die Kunden empfehlen, und die Verkäufer stehen nicht hinter ihren Theken, sondern bang vor ihren Läden.",2009,fehlen,empfehlen,empfehlen,1
"Vielleicht gerade noch rechtzeitig, denn schon lange rottete aus die Medina vor sich hin.",2010,rotten,ausrotten,rottete aus,1
"Wenn du dem Teufel gegenüberstehst, urplötzlich in der Nacht, Auge in Auge mit der schwarzen Bestie – dann lass dich von seinem fauchenden Maul nicht verschrecken und lauf nicht weg, sagen die Tasmanier.",2009,schrecken,verschrecken,verschrecken,1
"Zudem mehrten sich die Zeichen, dass Kadyrows Selbstherrlichkeit immer mehr junge Männer zu den Widerstandskämpfern in die Wälder trieb.",2010,mehren,mehrten,mehrten,0
"Fröstelnd rücken wir näher an die Feuertonne, aus der es verknacken und lodert, Funken fliegen empor und folgen dem Wind in Richtung Elbe.",2010,knacken,verknacken,verknacken,1
Innerhalb der nächsten 24 Stunden spuckte aus Twitter bisweilen minütlich mehr als 25.000 neuer Nachrichten zum Thema aus.,2009,spucken,ausspucken,spuckte aus,1
"Fast hastig schaufelt zu er Bratkartoffeln auf die Gabel, während er über Handelspolitik spricht.",2009,schaufeln,zuschaufeln,schaufelt zu,1
Norwegen schlägt es sich zu.,2009,schlagen,zuschlagen,schlägt zu,0
"Der Tod der Kinder erzählt in besonders drastischer Weise von der Absurdität, eine lebendige, in Jahrhunderten gewachsene Stadt so zu zerspalten, dass das Ufer zur einen, das Wasser zu einer anderen Welt gehört.",2009,spalten,zerspalten,zerspalten,1
"Sie will ihr Leben neu sortieren, sucht nach Hinweisen auf ihre Herkunft.",2010,sortieren,sortieren,sortieren,0
Diese Trennung hat die islamische Welt noch nicht nachvollziehen.,2010,vollziehen,nachvollziehen,nachvollziehen,1
"Und schon verwehen auf der Leinwand die Palmen vor weißen Holzbungalows, leuchtet das azurblaue Meer, lächeln schwarze Gesichter.",2009,wehen,verwehen,verwehen,1
"Dass sie mehr an Umkleidekabinen aus einem alten Hallenbad erinnern, schnürt die Beklemmung kein bisschen auf.",2010,schnüren,schnürt,schnürt,0
"Maestro, es herrscht vor Krieg im Nahen Osten.",2009,herrschen,vorherrschen,herrscht vor,1
In seiner Zeit entwickelte Sick mindestens 200 der heute 1200 Patente.,2009,wickeln,entwickeln,entwickelte,0
Woher kommt der Hass auf den US-Präsidenten?,2009,kommen,aufkommen,kommt auf,0
"Bayram verlässt nicht nur die Fraktion, sondern tritt ein nach zehn Jahren Mitgliedschaft auch aus der SPD aus.",2009,treten,eintreten,tritt ein,1
"Schon eine Weile läuft die Diskussion an diesem Morgen, viel Verständnis wurde gezeigt für die Opfer, doch plötzlich mauern ein selbst aufgeschlossene Patres.",2010,mauern,einmauern,mauern ein,1
"Bevor man aber den 1,5 Tonnen schweren Deckel hob, spähte man mit einer Miniaturkamera hinein.",2010,heben,hob,hob,0
"Den großen Musikkonzernen ging es blendend aus, und sie zeigten es.",2009,blenden,ausblenden,blendend aus,1
"Ein Operationssaal mit piepsender Überwachung und einem Team vermummter Chirurgen ist nicht gerade das, was man sich unter einem würdevollen Sterbeort vorstellt; und immerhin geht es um einen Moment, in dem das Herz noch schlägt und die Lunge beatmet wird.",2010,atmen,beatmen,beatmet,0
"Mit der Führung im Rücken machte der Bundesliga-Siebte nicht mehr als unbedingt nötig, der Drittligist stemmte sich gegen die Niederlage.",2009,stemmen,stemmte,stemmte,0
"Hier tritt ihm niemand zu nahe und klappt zu es unbefugt auf, ohne sich zu blamieren.",2010,klappen,zuklappen,klappt zu,1
Im Laufe des Verfahrens wurde auch der Kunsthistoriker und Flechtheim-Kenner Ralph Jentsch wegen des Aufklebers auf dem Keilrahmen um Expertise erbitten.,2010,bitten,erbitten,erbitten,1
"Außerdem erfinden ich, dass die Grünen Ökonomie und Ökologie sehr clever miteinander verbinden.",2009,finden,erfinden,erfinden,1
"Die sieben CDU-Minister sind wohlbekannt, Überraschungen blieben aus.",2009,sieben,sieben,sieben,0
"Kurz vor vier treffen die ersten Widerständler ein, eingepackt in dicke Jacken.",2010,packen,einpacken,eingepackt,0
"Und diese wird als Ergebnis einer kooperativen Beziehung gedacht, die die Selbstverwirklichung eines jeden von der reziproken Wertschätzung aller anderen abhängig macht.",2009,denken,gedacht,gedacht,0
"Wartet er, bis sich das Bundesjustizamt bei ihm meldet, fließt das Geld hingegen in die Bundeskasse, die so für ihre Mühe entlohnt wird.",2010,lohnen,entlohnen,entlohnt,0
"Kabila gestattete Kagame, ruandische Truppen nach Nord-Kivu  zu entsenden.",2009,senden,entsenden,entsenden,0
"Er kann sie drehen und verwenden, heranholen und wegschieben – er muss nur mit den Händen in der Luft herumfuchteln.",2010,wenden,verwenden,verwenden,1
"Jagende Streicherfiguren, scharfe Akzente, jäh aufschießende Crescendi peitschen die Arie voran.",2009,peitschen,peitschen,peitschen,0
"Dass die Analyse im Interesse seines Auftragebers gefiltert wird, nehmen seine Gegenüber in Kauf.",2010,filtern,gefiltert,gefiltert,0
"Zehn Minuten hatte er zum Schluss für die paar Stufen in die zweite Etage gebraucht, und die vierspurige Luruper Hauptstraße konnte er nur noch mit Mühe überqueren.",2010,brauchen,gebraucht,gebraucht,0
"Was soll aus uns bloß werden, wenn wir all die Flaschen, mit denen Gott uns leider straft ab, nicht bis zu ihrem Ende nutzen?",2009,strafen,abstrafen,straft ab,1
Bewiesen ist damit noch nichts.,2009,weisen,beweisen,bewiesen,0
"Da kann Gurnemanz mit seinem Weihrauchfass noch so viel Glaubensqualm ins Staatsopernparkett schwenken aus, mehr als ein lächerlicher Kreuzritter aller Religionen im taubenblauen Büßerhemd wird Parsifal (Andrew Richards) nicht.",2010,schwenken,ausschwenken,schwenken aus,1
"Wolframs Lied an den Abendstern ist der Hit in Richard Wagners Tannhäuser, und das soll gemeinhin auch so bleiben, erst recht in Wien, wo Christian Gerhaher gerade den Wolfram in einer Inszenierung von Claus Guth erproben.",2010,proben,erproben,erproben,1
"Nach außen hin unterscheiden sich ihre Fahrzeuge in Farben und Formen, doch unterm Blech, wo der Motor brummt, dort sind viele Gleichbauteile verschraubt.",2009,brummen,brummt,brummt,0
"Sie vernähen Wunden, richten gebrochene Gliedmaßen, frisieren und balsamieren ein den Leichnam für eine Aufbahrung ein.",2010,balsamieren,einbalsamieren,balsamieren ein,1
"Doch je näher man dem Gebilde tritt, desto deutlicher offenbaren sich seine Mängel.",2010,nähern,näher,näher,0
"Er rief zu die Israelis auf, den Siedlungsbau einzufrieren, aber nicht dazu, jene Siedlungen abzureißen, die heute schon die Gründung eines lebensfähigen Staates Palästina verhindern.",2009,rufen,zurufen,rief zu,1
"Daraus entstehende Algenteppiche sollten Kohlendioxid aus dem Oberflächenwasser binden und das Treibhausgas in die Tiefsee tragen, wenn die abgestorbenen Algen zum Meeresboden rieselten.",2009,tragen,tragen,tragen,0
"So könnte man Strom erzeugen, die Uranvorräte schonen und nuklearen Abfall reduzieren.",2010,schonen,schonen,schonen,0
"Auch ist da das Wasser, das noch immer vom Bus auf die Straße tropft.",2010,tropfen,tropft,tropft,0
Sie verkennen das Spiel der internationalen Droht eine Militärdiktatur in Iran?,2010,kennen,verkennen,verkennen,1
"Hört man in diese Stimme aber hinein wie in einen Tunnel, in dem man nach einem Echo nachforschen, wirkt das Timbre in ihrer artifiziellen Unschuld fast schon mysteriös.",2009,forschen,nachforschen,nachforschen,1
"Der Entdecker der Proteine, der britische Forscher Aaron Klug, benannte sie nach den fingerartigen Ausstülpungen, die an der Basis durch ein Zink-Atom in Form gehalten werden.",2010,nennen,benennen,benannte,0
"Wer vom drei Kilometer entfernten Dorf einen Kanister Sprit mitbrachte, hatte damit seinen Fahrpreis entrichtet.",2009,richten,entrichten,entrichtet,0
Ein weiteres Problem: Chrysler entschulden den Pensionsfonds 42 Millionen Dollar.,2009,schulden,entschulden,entschulden,1
"Reiche können zwar so etwas wie Täter sein, aber niemals Opfer.",2009,reichen,einreichen,reiche ein,1
"Umweltschützer werfen der Regierung vor, 17 Euro seien zu wenig, um das Verhalten der Franzosen zu ändern; stimmt schon, aber Sarkozy kann politisch mit dem Hinweis auf die Krise parieren.",2009,ändern,ändern,ändern,0
"Er weiß, welches Tier was zu sich nimmt, ob es Milch säuft oder Sojaschrot schluckt.",2009,schlucken,schluckt,schluckt,0
"Selbst das Vermischte, das während des Abendessens backbord vorbeizieht, fordert den Spürsinn heraus: Sind wir denn immer noch auf der Elbe?",2010,mischen,vermischen,vermischte,0
Mit ihrer Schwester mistete sie Stallungen auf dem nachbarschaftlichen Pferdehof aus und durfte dort gelegentlich reiten.,2009,misten,mistete,mistete,0
"Vor allen Dingen habe ich gemahnt ein, dass man zu wenig an die Mittelschicht denkt, sprich: an diejenigen, die ganz überwiegend erwirtschaften, was ein guter Sozialstaat braucht.",2010,mahnen,einmahnen,gemahnt ein,1
"Einmal stellt sich uns eine faustgroße Landkrabbe in den Weg, richtet sich drohend auf, weil ihr die Bohlen des Pfades den Rückzug versperren, klappert mit ihren Scheren und faucht an.",2010,fauchen,anfauchen,faucht an,1
"Die Stadt befindet sich im Krieg, und die Menschen handeln, wie man eben handelt im Krieg, man verkriechen, stiehlt sich davon, fällt tunlichst nicht auf.",2009,kriechen,verkriechen,verkriechen,1
Auf diese Weise können in ihrem Körper durch genetische Kombination des viralen Erbmaterials völlig neuartige Viren entstehen.,2009,stehen,entstehen,entstehen,0
